sedol,citicode,full_description,ismininv_monthly,reg_saver,closed_fund,fund_name,aims,description,company_id,company_name,sector_id,sector_name,unit_type,full_description_with_unit_type,initial_charge,annual_charge,vantage_charge,net_annual_charge,initial_saving,annual_saving,holding_fee,loaded,linksedol_code,restrict_ot,payment_frequency,payment_type,Wealth150,trustee,assumed_growth,assumed_growth2,valuation_point,comment,tracker,yieldreduct,yieldreduct2,launch_price,launch_currency,num_holdings,icvc,sicav,plusfund,standard_amc,standard_ocf,total_expenses,charge_source,valuation_frequency,val_info,lsmininv,yield,kiid,kiid_url,running_yield,historic_yield,distribution_yield,underlying_yield,gross_yield,gross_running_yield,loyalty_bonus,reg_saver_min_inv,lump_sum_min_inv,renewal_commission,initial_commission,fund_size,risk_rating,other_expenses,cost_segment,update_time,ref_date,perf3m,perf6m,perf12m,perf36m,perf60m,perf120m,perf0t12m,perf12t24m,perf24t36m,perf36t48m,perf48t60m,perf3m_reinv,perf6m_reinv,perf12m_reinv,perf36m_reinv,perf60m_reinv,perf120m_reinv,perf0t12m_reinv,perf12t24m_reinv,perf24t36m_reinv,perf36t48m_reinv,perf48t60m_reinv,ter,is_unit_trust,is_oeic,isaable,sippable,unwrapable,launchdate,sales_only,bid_price,offer_price,price_change,percent_change,updated,investment_pathway,is_advanced_investment,yahoo_timestamp,yahoo_symbol
BMDPC32,R2FW,7IM Pathbuilder 2 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 2 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 2 (Class C),1174,Seven Investment Management,157,Volatility Managed,Accumulation,7IM Pathbuilder 2 (Class C) (Acc),0.0,0.35,0.0,0.35,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,17,0,0,,0.0,0.35,0.35,N/a,Daily,,100.0,2.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a9e4dbb3-e3c4-4a8e-8b5d-8488df0c0f3b&user=hl_website_documents,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,299.4,,0.13,2,2026-09-10 06:02:19,0000-00-00,1.9,6.76,12.9,37.46,30.32,,12.9,9.2,11.49,3.2,-8.13,,,,,,,,,,,,0.35,0,1,1,1,1,2020-12-09 00:00:00,N,139.67000000000002,139.67000000000002,-0.51,-0.36,2026-09-10,N,N,1789203466,0P0001JTOE.L
BMDPC43,R2FX,7IM Pathbuilder 2 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 2 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 2 (Class C),1174,Seven Investment Management,157,Volatility Managed,Income,7IM Pathbuilder 2 (Class C) (Inc),0.0,0.35,0.0,0.35,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,17,0,0,,0.0,0.35,0.35,N/a,Daily,,100.0,2.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=48f11268-462f-4410-bf74-50730320282f&user=hl_website_documents,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,299.4,,0.13,2,2026-09-10 06:02:19,0000-00-00,1.9,6.75,12.9,37.44,30.3,,12.9,9.2,11.48,3.2,-8.13,,,,,,,,,,,,0.35,0,1,1,1,1,2020-12-09 00:00:00,N,125.14,125.14,-0.46,-0.37,2026-09-10,N,N,1789203469,0P0001JTOD.L
BMDPC76,R2G0,7IM Pathbuilder 3 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 3 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 3 (Class C),1174,Seven Investment Management,157,Volatility Managed,Accumulation,7IM Pathbuilder 3 (Class C) (Acc),0.0,0.34,0.0,0.34,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,17,0,0,,0.0,0.34,0.34,N/a,Daily,,100.0,1.7,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=c2a5868e-5289-472b-a5c9-3c55d3b81427&user=hl_website_documents,0.0,1.7,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,331.3,,0.12,2,2026-09-10 06:02:19,0000-00-00,2.86,9.49,17.41,47.18,43.76,,17.41,11.83,12.1,4.28,-6.33,,,,,,,,,,,,0.34,0,1,1,1,1,2020-12-09 00:00:00,N,157.51,157.51,-0.68,-0.43,2026-09-10,N,N,1789203470,0P0001JTOI.L
BMDPC87,R2G1,7IM Pathbuilder 3 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 3 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 3 (Class C),1174,Seven Investment Management,157,Volatility Managed,Income,7IM Pathbuilder 3 (Class C) (Inc),0.0,0.34,0.0,0.34,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,17,0,0,,0.0,0.34,0.34,N/a,Daily,,100.0,1.7,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=3c3ff503-2d49-4b43-84bf-2311c2aca31c&user=hl_website_documents,0.0,1.7,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,331.3,,0.12,2,2026-09-10 06:02:19,0000-00-00,2.86,9.49,17.41,47.16,43.75,,17.41,11.83,12.08,4.28,-6.33,,,,,,,,,,,,0.34,0,1,1,1,1,2020-12-09 00:00:00,N,143.09,143.09,-0.62,-0.43,2026-09-10,N,N,1789203472,0P0001JTOH.L
BMDPCC1,R2G4,7IM Pathbuilder 4 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 4 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 4 (Class C),1174,Seven Investment Management,157,Volatility Managed,Accumulation,7IM Pathbuilder 4 (Class C) (Acc),0.0,0.32,0.0,0.32,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,0,0.0,0.0,12:00,,0,0.0,0.0,0.0,GBP,10,0,0,,0.0,0.32,0.32,N/a,Daily,,100.0,1.4,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=e81c3b1b-ef66-4775-8964-ead1aa2ec15d&user=hl_website_documents,0.0,1.4,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,414.2,,0.1,2,2026-09-10 06:02:19,0000-00-00,3.3,11.42,20.5,54.68,,,20.5,13.64,12.96,4.07,,,,,,,,,,,,,0.32,0,1,1,1,1,2021-12-03 00:00:00,N,155.03,155.03,-0.73,-0.47,2026-09-10,N,N,1789203474,0P0001JTON.L
BMDPCD2,R2G5,7IM Pathbuilder 4 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 4 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 4 (Class C),1174,Seven Investment Management,157,Volatility Managed,Income,7IM Pathbuilder 4 (Class C) (Inc),0.0,0.32,0.0,0.32,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,0,0.0,0.0,12:00,,0,0.0,0.0,0.0,GBP,10,0,0,,0.0,0.32,0.32,N/a,Daily,,100.0,1.4,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=5bf62bea-baa4-40bf-be97-5c4229d1c575&user=hl_website_documents,0.0,1.4,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,414.2,,0.1,2,2026-09-10 06:02:19,0000-00-00,3.3,11.41,20.53,54.89,,,20.53,13.73,12.99,4.08,,,,,,,,,,,,,0.32,0,1,1,1,1,2021-12-03 00:00:00,N,143.16,143.16,-0.67,-0.47,2026-09-10,N,N,1789203476,0P0001JTOM.L
B75MS61,0HF3,7IM Real Return (Class C),25.0,1,0,Seven Investment Management Real Return (Class C),The investment objective of the fund is to achieve growth over the medium to long term. The fund will aim to provide a total return that exceeds UK inflation by 2% on average over a rolling three year period.,Real Return (Class C),1174,Seven Investment Management,136,Targeted Absolute Return,Accumulation,7IM Real Return (Class C) (Acc),0.0,0.76,0.0,0.76,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,18,0,0,,0.0,0.76,0.76,N/a,Daily,,100.0,1.2,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a67bb4e7-5590-402c-a8d1-c2ecc88dcf3d&user=hl_website_documents,0.0,1.2,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,146.0,,-0.24,3,2026-09-10 06:01:36,0000-00-00,1.17,3.46,5.1,15.04,12.39,,5.1,2.74,6.54,2.13,-4.34,,,,,,,,,,,,0.76,0,1,1,1,1,2012-01-31 00:00:00,,180.1,180.1,-0.06,-0.03,2026-09-10,N,N,1789203478,0P0000V47O.L
B1LBFZ8,Q726,7IM Responsible Balanced (Class C),25.0,1,0,Seven Investment Management Responsible Balanced  (Class C),The Fund aims to provide a balance of income and capital appreciation. There may be some risk to capital.,Responsible Balanced  (Class C),1174,Seven Investment Management,131,Mixed Investment 20-60% Shares,Accumulation,7IM Responsible Balanced (Class C) (Acc),0.0,1.19,0.0,1.19,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,7.0,6.0,11:00,,0,0.0,0.0,1.0,GBP,84,0,0,N,0.0,1.19,1.19,N/a,Daily,,100.0,2.3,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=0932242f-01ec-48c1-adc8-b300a466e2de&user=hl_website_documents,0.0,2.3,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,99.7,,0.29,5,2026-09-10 06:02:15,0000-00-00,1.69,6.62,9.47,25.15,9.63,,9.47,3.23,10.75,-2.93,-9.75,,,,,,,,,,,,1.19,0,1,1,1,1,2007-02-01 00:00:00,,216.42,216.42,-1.04,-0.48,2026-09-10,N,N,1789203480,0P00008FUB.L
B1LBG00,Q725,7IM Responsible Balanced (Class C),25.0,1,0,Seven Investment Management Responsible Balanced  (Class C),The Fund aims to provide a balance of income and capital appreciation. There may be some risk to capital.,Responsible Balanced  (Class C),1174,Seven Investment Management,131,Mixed Investment 20-60% Shares,Income,7IM Responsible Balanced (Class C) (Inc),0.0,1.19,0.0,1.19,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,7.0,6.0,11:00,,0,0.0,0.0,1.0,GBP,84,0,0,N,0.0,1.19,1.19,N/a,Daily,,100.0,2.3,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=819ed92b-cc0a-4a71-b10d-738082e0ae8b&user=hl_website_documents,0.0,2.3,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,99.7,,0.29,5,2026-09-10 06:02:15,0000-00-00,1.74,7.94,10.81,26.68,10.97,,10.81,3.23,10.75,-2.93,-9.75,,,,,,,,,,,,1.19,0,1,1,1,1,2007-02-01 00:00:00,,144.35,144.35,-0.69,-0.48,2026-09-10,N,N,1789203482,0P00008FUC.L
B94Q3N0,JEDR,A.I. Machines Global Managed Risk,25.0,1,0,Sanlam Investments A.I. Machines Global Managed Risk,"The investment objective of the Fund is to provide long term capital growth through exposure to world equity markets. Income will not be a consideration. The Fund will seek to achieve its investment objective by investing in the shares of the Sanlam World Equity Tracker Fund (the Master Fund) a sub-fund of the Company, details of which are set out below. The Fund will invest no less than 85% of its Net Asset Value in the shares of the Master Fund.",A.I. Machines Global Managed Risk,2158,Sanlam Investments,115,Flexible Investment,Accumulation,A.I. Machines Global Managed Risk (Acc),0.0,0.99,0.0,0.99,0.0,0.0,0.0,0,,0,N/a,No income,0,10,0.0,0.0,12:00,,1,0.0,0.0,1.0,USD,130,0,0,,0.0,0.99,0.99,Income,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=b31ff6a6-763e-4e8e-be55-ee2ee8257612&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,53.1,,0.24,6,2026-09-10 06:02:00,0000-00-00,2.98,2.22,7.49,24.06,39.82,,7.49,7.24,7.63,15.13,-2.11,,,,,,,,,,,,0.99,0,1,1,1,1,2013-07-01 00:00:00,,197.53,197.53,-1.01,-0.51,2026-09-10,N,N,1789203485,0P0001260S.L
0007272,A109,Aberforth UK Small Companies,25.0,1,0,Aberforth Unit Trust Managers UK Small Companies,"The investment objective of the Fund is to seek to achieve a total return, calculated on an income reinvested basis, greater than the Deutsche Numis Smaller Companies Index (excluding Investment Companies) over the long term, with the focus on rolling five year periods.",UK Small Companies,1080,Aberforth Unit Trust Managers,118,UK Smaller Companies,Accumulation,Aberforth UK Small Companies (Acc),0.0,0.79,0.5,0.79,0.0,0.0,2.0,0,,0,Bi-annually,Dividend,0,0,0.0,0.0,16:30,,0,0.0,0.0,10.0,GBP,75,0,0,N,0.0,0.79,0.79,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,3.6,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=1f48fb40-8e2e-479d-bc36-f4fa838adc33&user=hl_website_documents,0.0,3.6,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,176.1,,-0.01,1,2026-09-10 06:01:37,0000-00-00,9.98,13.17,18.11,49.72,26.55,,18.11,0.68,25.9,1.65,-16.85,,,,,,,,,,,,0.79,1,0,1,1,1,1991-03-20 00:00:00,,41382.0,42026.0,-302.0,-0.72,2026-09-09,N,N,,
B2N9GS7,AXW0,Aberforth UK Small Companies,25.0,1,0,Aberforth Unit Trust Managers UK Small Companies,"The investment objective of the Fund is to seek to achieve a total return, calculated on an income reinvested basis, greater than the Deutsche Numis Smaller Companies Index (excluding Investment Companies) over the long term, with the focus on rolling five year periods.",UK Small Companies,1080,Aberforth Unit Trust Managers,118,UK Smaller Companies,Income,Aberforth UK Small Companies (Inc),0.0,0.79,0.5,0.79,0.0,0.0,2.0,0,,0,Bi-annually,Dividend,0,0,0.0,0.0,16:30,,0,0.0,0.0,10.0,GBP,75,0,0,N,0.0,0.79,0.79,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,3.6,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=4c385db9-d5a1-4808-ae68-4fdbfa894c0d&user=hl_website_documents,0.0,3.6,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,176.1,,-0.01,1,2026-09-10 06:01:40,0000-00-00,9.96,13.15,18.13,49.93,26.86,,18.13,0.74,25.99,1.7,-16.8,,,,,,,,,,,,0.79,1,0,1,1,1,1991-03-20 00:00:00,,24552.0,24934.0,-179.0,-0.72,2026-09-09,N,N,,
B0XWN25,KZ79,abrdn American Equity (I),25.0,1,0,Aberdeen American Equity (I),"To generate growth over the long term (5 years or more) by investing in North American equities (company shares). 

Performance Target: To achieve a return in excess of the S&P 500 Index over rolling five year periods (after charges). There is no certainty or promise that the Performance Target will be achieved. 

Performance Comparator: The Investment Association North American Equity Sector Average.

The S&P 500 Index (the ""Index"") is a representative index of the US stock market.

The Investment Association North American Equity Sector Average (the ""Sector"") is a representative group of investment funds with a focus on North American equities.",American Equity (I),8036,Aberdeen,110,North America,Accumulation,abrdn American Equity (I) (Acc),0.0,0.84,0.5,0.79,0.0,0.05,2.0,0,,0,Annually,Dividend,0,6,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,26,0,0,N,0.0,0.84,0.84,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,0.07,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=ae882488-673c-4568-99a9-0da2f428b6cd&user=hl_website_documents,0.0,0.07,0.0,0.0,0.0,0.0,0.05,25.0,100.0,0.05,0.0,106.7,,0.09,3,2026-09-10 06:02:02,0000-00-00,-0.42,10.18,11.08,38.46,29.53,,11.08,14.24,9.12,-2.06,-4.49,,,,,,,,,,,,0.84,0,1,1,1,1,1982-02-26 00:00:00,N,5759.9800000000005,5759.9800000000005,-45.7,-0.79,2026-09-10,N,N,1789203490,0P000023OV.L
BDFZ754,Q5FQ,abrdn American Equity Enhanced Index (N),25.0,1,0,Aberdeen American Equity Enhanced Index (N),"To generate growth over the long term (5 years or more) by investing in North American equities (company shares). 

Performance Target: To achieve a return in excess of the S&P 500 Index over rolling five year periods (after charges). There is no certainty or promise that the Performance Target will be achieved. 

The S&P 500 Index (the ""Index"") is a representative index of the US stock market.",American Equity Enhanced Index (N),8036,Aberdeen,110,North America,Accumulation,abrdn American Equity Enhanced Index (N) (Acc),0.0,0.14,0.0,0.12,0.0,0.02,0.0,0,BRJL819,0,Bi-annually,Dividend,0,0,0.0,0.0,12:00,,1,0.0,0.0,10.0,GBP,278,0,0,,0.0,0.14,0.12,N/a,Daily,,100.0,0.92,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=49ae5845-0228-4135-90a0-b65c6b73dbd0&user=hl_website_documents,0.0,0.92,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,421.8,,0.04,5,2026-09-10 06:02:15,0000-00-00,2.28,12.22,18.26,59.83,79.9,,18.26,15.51,17.01,5.58,6.61,,,,,,,,,,,,0.12,0,1,1,1,1,2015-03-06 00:00:00,N,267.2,267.2,-1.14,-0.42,2026-09-10,N,N,1789203492,0P0001H7QG.L
BDFZ732,Q5FT,abrdn American Equity Tracker (N),25.0,1,0,Aberdeen American Equity Tracker (N),"To generate growth over the long term (5 years or more) by tracking the return of the S&P 500 Index. 

Performance Target: To match the return of the S&P 500 Index (before charges). There is no certainty or promise that the Performance Target will be achieved.

The S&P 500 Index (the ""Index"") is a representative index of the US stock market.",American Equity Tracker (N),8036,Aberdeen,110,North America,Accumulation,abrdn American Equity Tracker (N) (Acc),0.0,0.06,0.0,0.06,0.0,0.0,0.0,0,BGMK117,0,Bi-annually,Dividend,0,0,0.0,0.0,12:00,,1,0.0,0.0,1.0,GBP,547,0,0,,0.0,0.06,0.06,N/a,Daily,,100.0,0.88,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=802d30ef-021c-4b22-8d9d-a49eed590061&user=hl_website_documents,0.0,0.88,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,905.8,,0.03,2,2026-09-10 06:02:15,0000-00-00,2.77,12.86,19.56,63.86,83.09,,19.56,16.84,17.3,4.69,6.73,,,,,,,,,,,,0.06,0,1,1,1,1,2019-02-26 00:00:00,N,273.86,273.86,-1.33,-0.48,2026-09-10,N,N,1789203494,0P0001H7QL.L
B0XWNG9,KV68,abrdn Asia Pacific Equity (I),25.0,1,0,Aberdeen Asia Pacific Equity (I),"To generate growth over the long term (5 years or more) by investing in Asia Pacific, excluding Japan equities (company shares). 

Performance Target: To achieve a return in excess of the MSCI AC Asia Pacific ex Japan Index over rolling five year periods (after charges). There is no certainty that the Performance Target will be achieved. 

Performance Comparator: The Investment Association Asia Pacific excluding Japan Equity Sector Average.

The MSCI AC Asia Pacific ex Japan Index (the ""Index"") is a representative index of the collective stock markets of Asia Pacific (excluding Japan).

The Investment Association Asia Pacific excluding Japan Equity Sector Average (the ""Sector"") is a representative group of investment funds with a focus on Asia Pacific (excluding Japan) equities.",Asia Pacific Equity (I),8036,Aberdeen,121,Asia Pacific Ex Japan,Accumulation,abrdn Asia Pacific Equity (I) (Acc),0.0,0.86,0.5,0.56,0.0,0.3,2.0,0,,0,Annually,Dividend,0,6,0.0,0.0,12:00,,0,0.0,0.0,10.0,GBP,74,0,0,N,0.0,0.86,0.86,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,0.74,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a34ab551-772c-4b14-ad81-707eee68b800&user=hl_website_documents,0.0,0.74,0.0,0.0,0.0,0.0,0.3,25.0,100.0,0.3,0.0,557.4,1.0,0.11,1,2026-09-10 06:02:02,0000-00-00,1.64,23.04,36.0,59.55,30.23,,36.0,14.26,2.67,-10.28,-9.02,,,,,,,,,,,,0.86,0,1,1,1,1,1987-04-01 00:00:00,,516.95,516.95,-3.6,-0.69,2026-09-10,N,N,1789203497,0P00007VND.L
B88N705,GMDD,abrdn Asia Pacific Equity (I),25.0,1,0,Aberdeen Asia Pacific Equity (I),"To generate growth over the long term (5 years or more) by investing in Asia Pacific, excluding Japan equities (company shares). 

Performance Target: To achieve a return in excess of the MSCI AC Asia Pacific ex Japan Index over rolling five year periods (after charges). There is no certainty that the Performance Target will be achieved. 

Performance Comparator: The Investment Association Asia Pacific excluding Japan Equity Sector Average.

The MSCI AC Asia Pacific ex Japan Index (the ""Index"") is a representative index of the collective stock markets of Asia Pacific (excluding Japan).

The Investment Association Asia Pacific excluding Japan Equity Sector Average (the ""Sector"") is a representative group of investment funds with a focus on Asia Pacific (excluding Japan) equities.",Asia Pacific Equity (I),8036,Aberdeen,121,Asia Pacific Ex Japan,Income,abrdn Asia Pacific Equity (I) (Inc),0.0,0.86,0.5,0.56,0.0,0.3,2.0,0,,0,Annually,Dividend,0,6,0.0,0.0,12:00,,0,0.0,0.0,10.0,GBP,74,0,0,N,0.0,0.86,0.86,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,0.74,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=af310a94-8bcf-43a1-9a42-561144b94155&user=hl_website_documents,0.0,0.74,0.0,0.0,0.0,0.0,0.3,25.0,100.0,0.3,0.0,557.4,5.0,0.11,1,2026-09-10 06:01:55,0000-00-00,1.64,23.05,36.01,59.56,30.23,,36.01,14.28,2.66,-10.29,-9.02,,,,,,,,,,,,0.86,0,1,1,1,1,1987-04-01 00:00:00,,226.26,226.26,-1.58,-0.69,2026-09-10,N,N,1789203500,0P0000XOMN.L
BDFZ6G8,Q5FN,abrdn Asia Pacific Equity Enhanced Index (N),25.0,1,0,Aberdeen Asia Pacific Equity Enhanced Index (N),"To generate growth over the long term (5 years or more) by investing in Asia Pacific, excluding Japan equities (company shares). 

Performance Target: To achieve a return in excess of the MSCI AC Asia Pacific ex Japan 10/40 Index over rolling five year periods (after charges). There is no certainty or promise that the Performance Target will be achieved. 

The MSCI AC Asia Pacific ex Japan 10/40 Index (the ""Index"") is a representative index of the collective stock markets of Asia Pacific (excluding Japan).",Asia Pacific Equity Enhanced Index (N),8036,Aberdeen,121,Asia Pacific Ex Japan,Accumulation,abrdn Asia Pacific Equity Enhanced Index (N) (Acc),0.0,0.18,0.0,0.16,0.0,0.02,0.0,0,BRJL7V2,0,Bi-annually,Dividend,0,0,0.0,0.0,12:00,,1,0.0,0.0,0.0,GBP,1338,0,0,,0.0,0.18,0.16,N/a,Daily,,100.0,1.82,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=e4418421-ddc8-437e-98a7-747109f3308c&user=hl_website_documents,0.0,1.82,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,440.1,,0.08,4,2026-09-10 06:02:15,0000-00-00,2.16,20.59,35.48,79.87,63.14,,35.48,21.53,9.25,-4.02,-5.5,,,,,,,,,,,,0.16,0,1,1,1,1,2016-03-22 00:00:00,N,199.8,199.8,-1.55,-0.77,2026-09-10,N,N,1789203502,0P0001H6S7.L
BKBD2G7,QG9F,abrdn Asia Pacific ex-Japan Equity Tracker (N),25.0,1,0,Aberdeen Asia Pacific ex-Japan Equity Tracker (N),"To generate growth over the long term (5 years or more) by tracking the return of the MSCI AC Asia Pacific ex Japan Index. 

Performance Target: To match the return of the MSCI AC Asia Pacific ex Japan Index (before charges). There is no certainty or promise that the Performance Target will be achieved.

The MSCI AC Asia Pacific ex Japan Index (the ""Index"") is a representative index of the collective stock markets of Asia Pacific (excluding Japan).",Asia Pacific ex-Japan Equity Tracker (N),8036,Aberdeen,121,Asia Pacific Ex Japan,Accumulation,abrdn Asia Pacific ex-Japan Equity Tracker (N) (Acc),0.0,0.1,0.0,0.1,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,0,0.0,0.0,12:00,,1,0.0,0.0,0.0,GBP,1020,0,0,,0.0,0.1,0.1,N/a,Daily,,100.0,1.64,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=2dd61b64-789c-4a0b-ab8f-c02812859cbc&user=hl_website_documents,0.0,1.64,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,1650.5,,0.06,1,2026-09-10 06:02:16,0000-00-00,2.24,20.83,35.9,76.04,56.0,,35.9,20.38,7.61,-4.93,-6.79,,,,,,,,,,,,0.1,0,1,1,1,1,2019-11-06 00:00:00,N,168.2,168.2,-1.33,-0.79,2026-09-10,N,N,1789203505,0P0001HYTJ.L
B1C4277,GNOP,abrdn Diversified Growth &  Income (I),25.0,1,0,Aberdeen Diversified Growth &  Income (I),"To generate a positive return through capital growth and income over the long term (5 years or more) by investing in a globally diversified portfolio of assets whilst reducing the risk of losses.

Invested capital is however at risk and there is no guarantee that this will be attained over any time period.

Performance Target: To exceed the return of SONIA by 5% per annum over rolling five year periods (before charges).

There is no certainty or promise that the Performance Target will be achieved. SONIA is the Sterling Overnight Index Average and is the representative rate for the return on cash deposits.",Diversified Growth &  Income (I),8036,Aberdeen,131,Mixed Investment 20-60% Shares,Accumulation,abrdn Diversified Growth &  Income (I) (Acc),0.0,0.68,0.0,0.62,0.0,0.06,0.0,0,,0,Monthly,Dividend,0,6,0.0,0.0,12:00,,0,0.0,0.0,0.5,GBP,1030,0,0,N,0.0,0.68,0.68,N/a,Daily,,100.0,3.79,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=96ea8c98-c176-4a69-9af8-d6e2492265a4&user=hl_website_documents,0.0,3.79,0.0,0.0,0.0,0.0,0.06,25.0,100.0,0.06,0.0,477.1,,0.18,2,2026-09-10 06:01:56,0000-00-00,3.46,6.56,7.97,27.15,22.3,,7.97,7.54,9.5,0.81,-4.59,,,,,,,,,,,,0.68,0,1,1,1,1,2003-12-08 00:00:00,,192.09,192.09,-0.48,-0.25,2026-09-10,N,N,1789203506,0P0000XOMX.L
